pha,diameter,albedo,diameter_sigma,epoch,epoch_mjd,epoch_cal,i,om,w,ma,ad,tp,tp_cal,sigma_e,sigma_a,sigma_q,sigma_i,sigma_om,sigma_w,sigma_ma,sigma_ad,sigma_n,sigma_tp,sigma_per,rms
N,2.749,0.308,0.176,2459000.5,59000,20200531.0,5.420346263200329,357.2038562467838,232.8281106591775,297.6475649889506,2.596259731691086,2459244.7601944795,20210130.2601945,3.6201e-08,1.0563e-08,9.3301e-08,4.5392e-06,3.6176e-05,6.3266e-05,5.5481e-05,1.1143e-08,1.6434e-09,0.00021807,9.0791e-06,0.46618
N,8.459,0.036,0.69,2459000.5,59000,20200531.0,26.59968100479679,19.22839497118325,58.42435467391932,90.13027229500632,3.862470342857391,2458502.2949555954,20190118.7949556,6.1806e-08,2.6793e-08,1.9174e-07,7.8312e-06,1.2321e-05,2.1887e-05,1.3988e-05,3.3424e-08,2.3483e-09,7.5883e-05,2.583e-05,0.55741
N,2.556,0.27,0.133,2459000.5,59000,20200531.0,2.679010483016561,75.3369013353514,39.59515771510178,46.84872967625817,2.423157211790243,2458845.299178592,20191227.7991786,2.9827e-08,5.5273e-09,6.5642e-08,2.8751e-06,8.0311e-05,8.2517e-05,1.7664e-05,6.0855e-09,1.1371e-09,5.86e-05,4.4926e-06,0.49524
Y,0.291,0.478,0.069,2459000.5,59000,20200531.0,15.20983170749671,57.78673635268248,136.0110850741701,135.1278592828562,1.352278571090851,2458888.332360872,20200208.8323609,1.5358e-07,1.8349e-09,1.3453e-07,1.4759e-05,2.6308e-05,2.6216e-05,3.0978e-05,2.8365e-09,3.7904e-09,2.563e-05,9.4023e-07,0.57935
N,4.083,0.035,0.639,2459000.5,59000,20200531.0,10.48376920717017,229.9827070374505,61.87531258085322,151.3871443141265,3.147773274579075,2458236.665850116,20180428.1658501,4.8698e-08,3.423e-08,1.4093e-07,5.3821e-06,2.9785e-05,4.4546e-05,3.3927e-05,3.6982e-08,3.4928e-09,0.00016942,3.2011e-05,0.63654
N,8.028,0.052,0.36,2459000.5,59000,20200531.0,3.700530180051293,108.6942822146447,152.2431603973233,20.50995509484785,2.919959244377573,2458913.595552326,20200305.0955523,3.1359e-08,1.284e-08,8.1248e-08,3.802e-06,6.8327e-05,7.1003e-05,2.0472e-05,1.4458e-08,1.7528e-09,8.6605e-05,1.1329e-05,0.50902
N,3.169,0.146,1.04,2459000.5,59000,20200531.0,14.44980828538096,86.30963138618912,224.3268961523078,315.0387118220028,2.912659124721843,2459204.7615513606,20201221.2615514,5.4751e-08,2.9169e-08,1.5153e-07,6.0505e-06,2.5637e-05,5.0801e-05,4.6179e-05,3.1273e-08,3.5451e-09,0.00021054,2.6341e-05,0.60469
N,1.983,0.341,0.498,2459000.5,59000,20200531.0,5.156829752175896,146.4988964392636,203.6249323241428,240.326122352592,3.163667504202639,2459494.733111369,20211007.2331114,5.341e-08,1.1168e-08,1.4068e-07,4.571e-06,4.6437e-05,4.68e-05,6.3003e-06,1.386e-08,1.5912e-09,2.7012e-05,9.7698e-06,0.55154
N,2.494,0.071,0.544,2459000.5,59000,20200531.0,14.20330028461868,123.2662503106206,155.4549221291343,58.71540703041931,3.291278226019374,2458745.2911615954,20190918.7911616,1.3931e-07,6.2651e-08,4.1115e-07,6.6939e-06,2.2392e-05,3.2132e-05,1.6525e-05,7.8174e-08,8.1968e-09,6.8067e-05,5.5749e-05,0.53029
N,4.35,0.214,0.28,2459000.5,59000,20200531.0,3.976408581333503,159.3914707154808,183.9916898252489,47.59100075142261,2.90797464272694,2458826.375643133,20191208.8756431,4.0071e-08,9.0008e-09,9.6162e-08,4.4134e-06,5.6178e-05,5.6705e-05,9.5029e-06,1.113e-08,1.5692e-09,3.4244e-05,7.5623e-06,0.54797
N,3.764,0.286,0.469,2459000.5,59000,20200531.0,8.200819205544512,32.92571984840176,289.478998339914,312.0318259750132,3.420762353137901,2459249.818533058,20210204.3185331,5.2029e-08,2.1988e-08,1.5076e-07,5.68e-06,3.0203e-05,3.7776e-05,2.7794e-05,2.5311e-08,2.1354e-09,0.00014586,2.0768e-05,0.52034
N,3.263,0.105,0.701,2459000.5,59000,20200531.0,5.328411378596041,13.65965998011166,291.9676407740474,215.3105559085584,3.709411780720549,2459830.5364326215,20220908.0364326,7.8095e-08,3.8208e-08,2.4614e-07,9.6249e-06,7.2447e-05,7.6795e-05,2.8511e-05,4.4656e-08,3.1478e-09,0.00017029,3.7293e-05,0.65659
N,4.163,0.034,0.283,2459000.5,59000,20200531.0,17.73803856901448,350.9742098439622,61.79880754634929,331.9845823562632,3.366204761097904,2459155.3311280413,20201101.831128,8.4333e-08,3.6562e-08,2.6534e-07,1.5433e-05,1.8091e-05,8.0413e-05,7.8553e-05,3.9755e-08,3.2054e-09,0.00043488,3.5246e-05,0.58215
N,1.863,0.244,0.391,2459000.5,59000,20200531.0,8.893707854525124,167.3463249128579,232.1327436575417,133.2053156661217,3.196459205930685,2458399.0140113137,20181007.5140113,5.3415e-08,1.728e-08,1.4212e-07,5.2932e-06,3.0389e-05,3.3114e-05,1.1802e-05,2.0414e-08,2.1216e-09,5.3218e-05,1.5573e-05,0.54178
N,3.395,0.046,0.939,2459000.5,59000,20200531.0,12.55999541186039,192.3851967132642,308.0732353721132,313.3761664791652,3.006512468539466,2459206.1928284983,20201222.6928285,4.1722e-08,2.7279e-08,1.2191e-07,5.715e-06,2.2047e-05,3.5633e-05,3.075e-05,3.0786e-08,3.4815e-09,0.00013731,2.4395e-05,0.55659
N,3.865,0.098,1.121,2459000.5,59000,20200531.0,10.58647765992862,137.2587326355054,267.9376140584884,338.027928035561,3.874864672118461,2459126.0155496104,20201003.5155496,8.4187e-08,1.7738e-07,3.7246e-07,1.3604e-05,4.0841e-05,6.3791e-05,6.1817e-05,2.1717e-07,1.4717e-08,0.00036256,0.00017289,0.63574
N,2.786,0.099,0.239,2459000.5,59000,20200531.0,3.962192615424808,177.2021177207112,211.7090321033882,90.54267556363608,2.42220425837269,2458696.5885482514,20190801.0885483,3.3531e-08,7.7315e-09,7.3499e-08,4.0406e-06,5.4948e-05,5.9531e-05,2.2704e-05,8.4348e-09,1.5562e-09,7.6078e-05,6.3118e-06,0.50979
Y,0.929,0.408,0.035,2459000.5,59000,20200531.0,13.91128005931783,139.3511620410733,206.9364471772837,240.4123475968561,1.30135996205729,2459147.666073467,20201025.1660735,1.7522e-08,7.4347e-10,2.0026e-08,2.8221e-06,5.5334e-06,9.0185e-06,8.4915e-06,8.507e-10,7.968e-10,1.0559e-05,4.344e-07,0.29857
N,4.436,0.043,1.32,2459000.5,59000,20200531.0,4.444729191930468,178.7390369388233,182.4926762778219,257.8903495919462,3.052867060389075,2459486.310410181,20210928.8104102,4.5852e-08,2.1741e-08,1.3013e-07,5.2816e-06,5.817e-05,6.3552e-05,2.6875e-05,2.3691e-08,2.4466e-09,0.00012986,1.9937e-05,0.56674
N,4.055,0.043,1.21,2459000.5,59000,20200531.0,1.061513606066765,190.8337323178714,249.1209690152227,62.05827004388667,3.572411821277285,2458660.270490742,20190625.7704907,4.056e-08,2.3971e-08,1.2388e-07,5.8149e-06,0.000263,0.00026442,2.2901e-05,2.7809e-08,2.1299e-09,0.00012507,2.3046e-05,0.58676
N,2.91,0.025,0.455,2459000.5,59000,20200531.0,6.16056693172137,137.5198979693165,37.23913391401634,305.4377850370905,3.520575278214032,2459311.444499027,20210406.944499,5.695e-08,5.3769e-08,1.7871e-07,7.2602e-06,6.8322e-05,8.5886e-05,5.1536e-05,5.9908e-08,4.4789e-09,0.00029834,5.2367e-05,0.60378
N,20.798,0.084,0.292,2459000.5,59000,20200531.0,3.510450114278241,77.43474694740038,206.3859759152649,38.09662771526765,3.365158046691533,2458830.8821244105,20191213.3821244,3.769e-08,9.8874e-09,1.0519e-07,4.043e-06,6.2008e-05,6.2511e-05,1.0931e-05,1.2413e-08,1.2428e-09,4.8055e-05,8.8688e-06,0.4431
N,2.362,0.05,0.439,2459000.5,59000,20200531.0,12.66136623492709,158.2935879885218,202.2838049058427,204.7200108516745,3.143789178466808,2459663.6217188137,20220325.1217188,1.5469e-07,6.3629e-08,4.387e-07,1.2644e-05,2.6399e-05,3.2904e-05,3.3783e-05,7.6734e-08,8.5733e-09,0.00016663,5.6287e-05,0.5903
N,3.815,0.064,0.67,2459000.5,59000,20200531.0,17.41079010887811,137.7841086773236,19.7702862401843,102.6088378094082,3.272440195378458,2458434.444665061,20181111.9446651,1.1258e-07,6.05e-08,3.3621e-07,1.2112e-05,1.9718e-05,6.9784e-05,6.9306e-05,6.4029e-08,5.3201e-09,0.00037912,5.8287e-05,0.64538
N,4.335,0.163,0.682,2459000.5,59000,20200531.0,8.772510089923543,357.5548622616553,359.3442316943758,264.7785409508691,3.334308840964177,2459529.1160659376,20211110.6160659,6.7786e-08,2.8143e-08,2.057e-07,6.4462e-06,3.2911e-05,4.8724e-05,3.7779e-05,3.0221e-08,2.449e-09,0.00021311,2.717e-05,0.56244
Y,0.095,0.407,0.01,2459000.5,59000,20200531.0,5.077110407659165,166.1517417499013,105.325961628958,259.1419379055055,3.883460790145195,2459376.202790043,20210610.70279,1.5567e-05,8.8744e-05,4.3775e-06,9.7953e-05,0.00026355,0.00028156,0.05463,0.00014481,1.5015e-05,0.22451,0.075008,0.6297
N,1.812,0.408,0.214,2459000.5,59000,20200531.0,3.164313363734421,64.29930745012413,238.3262132961389,81.294094313163,2.53502053834347,2458739.8232911467,20190913.3232911,4.1815e-08,7.5728e-09,8.965e-08,3.1497e-06,8.3706e-05,8.4166e-05,9.1008e-06,8.914e-09,1.6449e-09,2.8908e-05,6.0887e-06,0.5576
N,5.354,0.323,0.449,2459000.5,59000,20200531.0,11.95750328572178,276.1677831196782,20.91199411903391,318.0564358989777,3.128112757151428,2459188.9500765908,20201205.4500766,4.4389e-08,1.5591e-08,1.2368e-07,4.6656e-06,2.1465e-05,2.501e-05,1.3605e-05,1.8085e-08,1.9302e-09,6.1498e-05,1.4027e-05,0.45375
N,2.822,0.243,0.476,2459000.5,59000,20200531.0,15.52939904103236,314.8199795285198,97.1076768221174,352.9996520698095,3.777606316283534,2459039.1044657296,20200708.6044657,4.3614e-08,2.4424e-08,1.4509e-07,8.4979e-06,1.8919e-05,2.9404e-05,2.1519e-05,2.9847e-08,2.1491e-09,0.0001189,2.3528e-05,0.55558
N,4.355,0.09,1.204,2459000.5,59000,20200531.0,9.872223588239372,209.8483879188395,166.3594665479503,196.6520827080729,3.317781201649493,2459851.352418887,20220928.8524189,5.6417e-08,2.0914e-08,1.6504e-07,5.4329e-06,1.9913e-05,2.5971e-05,1.9474e-05,2.3316e-08,2.0237e-09,0.00010561,1.9767e-05,0.52763
N,3.327,0.11,0.295,2459000.5,59000,20200531.0,3.650048324025358,101.6029682548539,143.6457118609754,239.6305788194688,3.563570042280833,2459681.1057664272,20220411.6057664,4.8857e-08,3.1178e-08,1.5026e-07,5.2436e-06,0.00010137,0.00010394,2.3652e-05,3.5346e-08,2.6313e-09,0.0001363,3.0285e-05,0.55541
N,2.021,0.052,0.286,2459000.5,59000,20200531.0,8.303364277680028,188.5755278901273,96.70869609121344,74.5780231160186,2.686736651248431,2458685.717918025,20190721.217918,8.2845e-08,8.5729e-08,2.0604e-07,1.3854e-05,5.7469e-05,0.00029817,0.00031731,8.9047e-08,1.1778e-08,0.0013264,7.5542e-05,0.74309
N,1.642,0.217,0.087,2459000.5,59000,20200531.0,2.093567448606334,130.8511188064296,134.9305057492558,265.4027869712295,2.83602389810279,2459364.3603232726,20210529.8603233,3.4543e-08,1.3084e-08,8.6289e-08,3.9657e-06,0.00013734,0.0001382,1.7867e-05,1.5262e-08,2.0986e-09,7.021e-05,1.1177e-05,0.55372
Y,0.918,0.033,0.01,2456419.5,56419,20130507.0,1.299319042532019,178.2454146714581,14.89537420756274,167.2036952829648,1.157356633054421,2456270.993642445,20121209.4936424,2.5976e-07,2.832e-09,2.362e-07,5.7546e-06,0.00010867,0.00011113,4.5361e-05,3.5818e-09,5.2266e-09,4.0735e-05,1.4843e-06,0.45257
N,6.119,0.056,1.725,2459000.5,59000,20200531.0,16.05820547057925,48.12613696789757,263.4469852789888,61.89057935795915,3.60180030105513,2458686.5233450206,20190722.023345,6.5703e-08,2.5647e-08,1.9175e-07,5.8142e-06,2.6417e-05,2.8246e-05,1.2308e-05,3.1591e-08,2.5934e-09,6.1355e-05,2.4028e-05,0.54928
Y,0.152,0.189,0.044,2459000.5,59000,20200531.0,2.479083005502471,249.4363364696109,65.67458261420667,63.34414231389385,2.826794264708096,2458851.1723285373,20200102.6723285,3.523e-08,4.3809e-09,6.0801e-08,6.1716e-06,8.7176e-05,8.8444e-05,8.7023e-06,7.0593e-09,1.589e-09,1.9974e-05,3.179e-06,0.47192
N,5.435,0.055,0.27,2459000.5,59000,20200531.0,17.76548000808781,207.3259533104099,350.1333068252577,325.9685231721358,3.43625791125501,2459196.663263258,20201213.1632633,8.4947e-08,4.8896e-08,3.0083e-07,6.6816e-06,1.8408e-05,3.847e-05,3.482e-05,5.2772e-08,3.9964e-09,0.00020173,4.7802e-05,0.52901
N,4.654,0.142,0.182,2459000.5,59000,20200531.0,9.950670997991516,261.6061020564873,358.459844695661,285.347193502122,3.240092349224246,2459400.839516022,20210705.339516,4.2004e-08,2.5231e-08,1.3685e-07,4.4358e-06,3.7592e-05,6.4984e-05,5.5206e-05,2.6942e-08,2.3258e-09,0.00029702,2.4079e-05,0.61133
N,4.358,0.093,0.247,2459000.5,59000,20200531.0,11.40073037407203,41.78517254287552,134.9610296429784,297.7897162302578,3.214738136265632,2459325.359635516,20210420.8596355,1.0336e-07,2.8001e-08,3.1849e-07,9.5118e-06,3.2978e-05,5.0158e-05,3.5862e-05,3.0197e-08,2.6982e-09,0.00018784,2.6488e-05,0.55577
N,13.701,0.059,0.107,2459000.5,59000,20200531.0,14.96480703860235,245.4587245617988,163.2134307117764,43.01358115213264,3.413544376045735,2458756.08089742,20190929.5808974,4.2174e-08,1.9342e-08,1.3698e-07,4.6199e-06,1.648e-05,3.1908e-05,2.5816e-05,2.0935e-08,1.619e-09,0.00014678,1.8819e-05,0.49416
N,1.216,0.395,0.187,2459000.5,59000,20200531.0,25.03578725268202,106.2655331088479,293.5984996361066,349.9261894816681,2.086485798242056,2459027.7125891163,20200627.2125891,4.556e-08,7.2059e-09,8.9094e-08,5.0836e-06,1.0531e-05,2.6366e-05,2.5542e-05,7.8268e-09,2.083e-09,6.9027e-05,5.4719e-06,0.53778
N,4.111,0.095,0.17,2459000.5,59000,20200531.0,3.4020498705137,292.3444691168004,324.5900733914376,315.5923044918182,3.776000455104926,2459253.704140579,20210208.2041406,5.6873e-08,3.2637e-08,1.929e-07,6.2488e-06,0.0001006,0.00010194,1.7142e-05,3.8988e-08,2.7163e-09,9.8975e-05,3.1791e-05,0.58551
Y,0.202,0.212,0.014,2459000.5,59000,20200531.0,2.389583547156276,82.06484925630006,164.2236442801361,349.234844544144,2.681853795815935,2459027.9868010697,20200627.4868011,6.7981e-09,1.3231e-09,1.2065e-08,2.2269e-06,3.214e-05,3.39e-05,4.8573e-06,1.9179e-09,4.2013e-10,1.2431e-05,9.8605e-07,0.36887
N,2.385,0.236,0.3,2459000.5,59000,20200531.0,13.89985734426227,202.4943556279181,256.0638743499396,157.6081799760371,2.702550906359328,2458350.085231245,20180819.5852312,3.6999e-08,1.3613e-08,9.2288e-08,5.9356e-06,1.9278e-05,7.1949e-05,6.6162e-05,1.4439e-08,1.9419e-09,0.00027256,1.1906e-05,0.53777
N,2.172,0.374,0.704,2459000.5,59000,20200531.0,5.241179746044712,334.58799631413,147.5808253316688,326.7454209875639,2.682473908899478,2459127.296747588,20201004.7967476,4.3217e-08,1.0193e-08,1.0742e-07,4.7426e-06,4.1355e-05,4.6748e-05,2.1294e-05,1.1311e-08,1.6589e-09,8.143e-05,8.6822e-06,0.48556
Y,0.13,0.126,0.018,2459000.5,59000,20200531.0,2.539053260247474,109.8695887482066,76.07956683619392,319.0903841875763,4.64965032943616,2459194.9781891704,20201211.4781892,1.1818e-08,2.2203e-09,3.3234e-08,1.4343e-06,6.974e-05,6.9628e-05,8.5566e-07,3.6869e-09,2.502e-10,4.1986e-06,2.0355e-06,0.47723
N,5.935,0.219,0.21,2459000.5,59000,20200531.0,14.22890164613395,74.3693840306735,341.5746828234874,18.35930985709285,2.717927137235006,2458923.0322661274,20200314.5322661,4.9636e-08,1.2913e-08,1.3014e-07,4.5119e-06,2.0712e-05,6.5508e-05,5.9372e-05,1.3572e-08,1.7751e-09,0.00025062,1.1378e-05,0.47033
N,2.49,0.103,0.741,2459000.5,59000,20200531.0,13.41062978204176,271.7847893528768,200.6337905309211,175.4552399010497,3.061454836912933,2458208.2409960153,20180330.740996,6.497e-08,3.9165e-08,1.6702e-07,6.3306e-06,2.9367e-05,4.0676e-05,3.2139e-05,4.4316e-08,4.8086e-09,0.00013485,3.5296e-05,0.53872
N,29.642,0.073,0.302,2459000.5,59000,20200531.0,8.931293207260966,277.1455685400402,74.94024344419881,321.0894258651865,3.654434045560892,2459220.7303713383,20210106.2303713,4.1541e-08,1.9936e-08,1.3468e-07,4.2074e-06,2.6922e-05,2.9448e-05,1.3743e-05,2.3162e-08,1.6797e-09,7.8602e-05,1.9371e-05,0.38512
N,3.189,0.1,0.103,2459000.5,59000,20200531.0,2.567861252818655,217.1718247384908,120.0682072443327,65.95235473648995,3.289030118996533,2458697.0072888494,20190801.5072888,4.0318e-08,1.1396e-08,1.1178e-07,4.8659e-06,8.9513e-05,9.0306e-05,1.1246e-05,1.368e-08,1.3558e-09,5.1245e-05,1.0335e-05,0.57027
N,2.298,0.192,0.658,2459000.5,59000,20200531.0,12.80698853517379,107.4999076621573,27.79911370672229,168.4138016734687,2.964746808061425,2458267.786492939,20180529.2864929,5.7052e-08,2.3551e-08,1.4516e-07,6.1294e-06,2.3416e-05,3.5394e-05,2.7696e-05,2.6454e-08,3.0764e-09,0.00011658,2.0963e-05,0.53091
N,8.248,0.072,0.464,2459000.5,59000,20200531.0,12.18335092702798,283.4072684682246,112.2422781138472,79.70621150724003,3.418873738680298,2458542.4911574954,20190227.9911575,5.2276e-08,2.6626e-08,1.7097e-07,5.1385e-06,2.9585e-05,4.8437e-05,3.8559e-05,2.8651e-08,2.1876e-09,0.00022064,2.6003e-05,0.50517
N,7.999,0.058,0.144,2459000.5,59000,20200531.0,23.69590007658872,254.9353660497542,90.05237517078238,214.4240429427394,4.119884281276799,2459830.3335346575,20220907.8335347,7.4712e-08,4.2472e-08,2.2365e-07,9.8809e-06,1.5897e-05,2.3902e-05,2.2751e-05,5.5366e-08,3.5363e-09,0.00014311,4.1367e-05,0.55421
N,2.168,0.18,0.483,2459000.5,59000,20200531.0,4.235746827580495,189.094707821235,257.6728424480473,101.4445888136292,2.490150227562014,2458655.1428740555,20190620.6428741,3.1412e-08,8.0361e-09,7.0634e-08,4.6421e-06,4.669e-05,5.2415e-05,2.3012e-05,8.9284e-09,1.5798e-09,7.7722e-05,6.5915e-06,0.53761
N,2.657,0.371,0.62,2459000.5,59000,20200531.0,5.869900994746931,254.048658446916,78.24696863700713,140.4977170958394,2.792913006510911,2458508.076898691,20190124.5768987,3.4882e-08,8.1122e-09,8.1716e-08,3.496e-06,3.6193e-05,3.7003e-05,7.647e-06,9.9148e-09,1.5193e-09,2.6135e-05,6.7188e-06,0.48211
N,1.413,0.088,0.263,2455217.5,55217,20100121.0,14.35796116664611,216.0853801886471,147.3238001400587,44.48675999750695,2.699915471155892,2455062.7476741406,20090819.2476741,5.1232,33.777,15.846,20.716,176.37,2987.2,2777.4,40.108,6.4057,6215.6,27905.0,0.54175
N,4.603,0.044,0.099,2459000.5,59000,20200531.0,12.25949550071012,189.6791670030979,186.7149895745829,233.8142462827536,3.027656123486108,2459475.8289163145,20210918.3289163,4.171e-08,1.2897e-08,1.026e-07,4.9089e-06,2.111e-05,2.3476e-05,1.3272e-05,1.6285e-08,2.1419e-09,5.2761e-05,1.0941e-05,0.49457
N,5.855,0.056,1.989,2459000.5,59000,20200531.0,1.248734576409307,130.4246930200977,262.4316581943082,163.3560801228751,3.783279473894963,2458111.4614460985,20171223.9614461,4.4074e-08,1.513e-08,1.3555e-07,4.0192e-06,0.00023615,0.00023627,8.6973e-06,1.868e-08,1.3609e-09,4.4409e-05,1.4511e-05,0.55031
N,6.262,0.049,0.282,2459000.5,59000,20200531.0,11.33271137146417,51.09532673717256,159.4060830051289,206.1714731868722,3.239499519995579,2459852.1712796716,20220929.6712797,5.4334e-08,4.2478e-08,1.6379e-07,5.7229e-06,2.5565e-05,6.2192e-05,5.8316e-05,4.4396e-08,3.713e-09,0.00032643,4.0973e-05,0.58407
N,3.718,0.051,0.957,2459000.5,59000,20200531.0,9.291470963415978,356.3949745406924,327.704517218563,270.0105163872373,3.386310386403959,2459521.8015727964,20211103.3015728,1.2215e-07,8.1364e-08,4.0805e-07,1.4825e-05,6.7928e-05,0.0001258,0.00010475,8.625e-08,6.5952e-09,0.00060604,7.9675e-05,0.79357
N,2.514,0.053,0.66,2459000.5,59000,20200531.0,23.46983432925924,1.437225937941127,270.8153902663095,294.5874047442323,4.048640316245205,2459375.6213850477,20210610.121385,1.5915e-07,6.9211e-07,9.6131e-07,2.4633e-05,2.3055e-05,0.00020448,0.00024377,8.8309e-07,5.7053e-08,0.001519,0.00067546,0.69316
N,4.954,0.238,0.204,2459000.5,59000,20200531.0,4.928396882116175,178.6360783495608,179.5718062224149,240.1939635892879,2.720035505888591,2459414.371487802,20210718.8714878,3.3833e-08,7.5342e-09,7.7524e-08,3.6681e-06,3.2981e-05,3.3714e-05,7.4438e-06,9.055e-09,1.4455e-09,2.674e-05,6.21e-06,0.51485
N,4.634,0.057,0.197,2459000.5,59000,20200531.0,15.25139217529085,62.65078610136491,206.5695866052623,332.0033032603155,3.682780339439794,2459155.218893423,20201101.7188934,8.0343e-08,3.4045e-08,2.5329e-07,9.6513e-06,2.8719e-05,3.7807e-05,2.4876e-05,4.0501e-08,2.985e-09,0.00013736,3.2819e-05,0.60864
N,4.335,0.341,0.194,2459000.5,59000,20200531.0,4.052370570789825,141.3193897227567,264.717177827546,322.3391502215416,2.668726531631016,2459129.6746904026,20201007.1746904,3.1946e-08,6.8375e-09,7.1804e-08,4.0134e-06,4.9434e-05,5.0791e-05,1.4152e-05,8.1011e-09,1.3275e-09,4.8897e-05,5.6224e-06,0.49433
N,2.409,0.03,0.705,2455338.5,55338,20100522.0,9.801224812742992,346.7785786936642,145.2494353139577,172.9082231118406,2.52374283219457,2454755.2570653637,20081015.7570654,44.976,120.95,205.05,144.9,1147.9,8814.6,11862.0,137.03,24.145,7588.2,98900.0,0.6726
N,2.543,0.273,0.355,2459000.5,59000,20200531.0,13.75152126011083,248.6833256313292,35.46959211151137,175.9938024875671,3.080040507556351,2458237.537460902,20180429.0374609,4.793e-08,1.4906e-08,1.2642e-07,5.2934e-06,2.1355e-05,2.5992e-05,1.6496e-05,1.7436e-08,1.9587e-09,6.9772e-05,1.3252e-05,0.51289
N,1.907,0.049,0.421,2459000.5,59000,20200531.0,16.20309517059356,326.8333080905441,349.1032856695277,23.03573915830502,3.506195709638924,2458887.7327523264,20200208.2327523,3.5212e-05,0.00016006,7.0975e-05,0.00067389,0.00054953,0.015641,0.06381,0.00019654,1.7176e-05,0.30299,0.14818,0.32767
Y,0.226,0.165,0.005,2459000.5,59000,20200531.0,7.209865711238126,225.3627110893032,86.97307039230483,134.1454829444033,2.660468533718026,2458692.690324824,20190728.1903248,5.3296e-08,5.6819e-09,9.0645e-08,1.1365e-05,1.7771e-05,2.2283e-05,9.37e-06,8.7737e-09,2.1558e-09,2.0018e-05,4.0862e-06,0.32387
Y,0.38,0.194,0.129,2459000.5,59000,20200531.0,8.463124491664663,181.9475530590261,215.6134386757722,175.1967454228981,3.892323929588398,2458321.050365349,20180721.5503653,8.4612e-08,9.7963e-08,2.0702e-07,1.3305e-05,9.3888e-05,0.00010702,5.9703e-05,1.5597e-07,1.5499e-08,0.00019105,8.392e-05,0.48145
N,10.78,0.073,0.438,2459000.5,59000,20200531.0,1.231789704865965,166.9709438001513,252.2159452604972,264.4241098979189,3.651127313752105,2459535.0536312987,20211116.5536313,3.4771e-08,1.7392e-08,1.1041e-07,4.4606e-06,0.00017912,0.0001797,1.4365e-05,2.0349e-08,1.4947e-09,8.1761e-05,1.6832e-05,0.5196
N,4.107,0.136,0.094,2459000.5,59000,20200531.0,12.4096665459157,149.6963543893183,142.1584748277129,125.4885754686053,3.342358875076733,2458446.9568517623,20181124.4568518,3.343e-08,1.2306e-08,8.8792e-08,3.6274e-06,2.5622e-05,2.7691e-05,1.2793e-05,1.5441e-08,1.5709e-09,5.4794e-05,1.1004e-05,0.52388
Y,0.113,0.552,0.029,2459000.5,59000,20200531.0,8.58914831125418,277.3863344286447,8.11629072174451,28.14562686325136,1.015834707481515,2458982.0626503234,20200512.5626503,7.2143e-08,2.6411e-09,5.2637e-08,8.0687e-06,1.2626e-05,2.2486e-05,3.0383e-05,3.5916e-09,8.0959e-09,1.9845e-05,1.2507e-06,0.36532
N,5.611,0.067,0.186,2459000.5,59000,20200531.0,12.17396565599469,173.1633505613493,168.6515036211117,8.238587800485753,3.11591727643736,2458958.5529386695,20200419.0529387,1.006e-07,2.7463e-08,2.9277e-07,1.0822e-05,3.1151e-05,7.9194e-05,7.6401e-05,2.9195e-08,2.7603e-09,0.00038877,2.5761e-05,0.55702
